ts,event_type,level,size
2023-01-01 00:01:30,LS,-1,3.7559165968841395
2023-01-01 00:01:31,C,-1,3.9315479689383
2023-01-01 00:01:32,LB,4,5.051359759878584
2023-01-01 00:01:33,LS,0,3.361987442182702
2023-01-01 00:01:34,LS,5,2.851357996080657
2023-01-01 00:01:35,LS,-3,4.084323459358343
2023-01-01 00:01:36,MS,1,14.994623105020548
2023-01-01 00:01:37,LB,0,2.9910943015968043
2023-01-01 00:01:38,LB,-1,13.933392915753231
2023-01-01 00:01:39,LB,1,7.166377021353005
2023-01-01 00:01:40,LB,-3,9.06963440817044
2023-01-01 00:01:41,LS,-5,12.307683657723981
2023-01-01 00:01:42,MB,-2,6.528155669566051
2023-01-01 00:01:43,MS,-1,12.102724979028377
2023-01-01 00:01:44,LB,3,38.3656592970766
2023-01-01 00:01:45,LS,1,24.62654311177742
2023-01-01 00:01:46,C,0,13.144523320941914
2023-01-01 00:01:47,LS,0,11.003199857287669
2023-01-01 00:01:48,C,0,2.3931265680928977
2023-01-01 00:01:49,LB,-3,3.6341350929066962
2023-01-01 00:01:50,LB,3,5.575135596317171
2023-01-01 00:01:51,LB,0,4.798767459057012
2023-01-01 00:01:52,MS,0,9.012680465783053
2023-01-01 00:01:53,LS,1,5.065149994497802
2023-01-01 00:01:54,LB,4,9.102111338691406
2023-01-01 00:01:55,LS,-1,7.847213225290666
2023-01-01 00:01:56,LS,0,5.565126593177184
2023-01-01 00:01:57,LB,2,26.949447924706597
2023-01-01 00:01:58,MB,3,6.246557057024143
2023-01-01 00:01:59,C,1,3.8374833878032386
2023-01-01 00:02:00,C,-2,12.711213620661269
2023-01-01 00:02:01,MS,0,20.340436690552938
2023-01-01 00:02:02,LB,-4,5.768521808255495
2023-01-01 00:02:03,LB,0,17.126464255010266
2023-01-01 00:02:04,C,-1,2.259279809161474
2023-01-01 00:02:05,C,0,5.431302613677789
2023-01-01 00:02:06,LB,0,15.853584178202535
2023-01-01 00:02:07,LS,2,9.789462554256902
2023-01-01 00:02:08,LS,3,4.358656975711673
2023-01-01 00:02:09,LB,-1,13.221993472225048
2023-01-01 00:02:10,LS,1,3.3983082331936574
2023-01-01 00:02:11,MS,1,4.95656867139665
2023-01-01 00:02:12,LS,0,5.541614604865206
2023-01-01 00:02:13,C,0,6.414509729932417
2023-01-01 00:02:14,C,-1,6.468375228914571
2023-01-01 00:02:15,MB,3,2.0697333178063846
2023-01-01 00:02:16,LB,-5,6.463469555696232
2023-01-01 00:02:17,MS,2,7.578684258155411
2023-01-01 00:02:18,LB,-3,5.475564567064368
2023-01-01 00:02:19,LS,-3,6.689182185520283
2023-01-01 00:02:20,MB,2,2.2817591759437077
2023-01-01 00:02:21,LB,1,4.115393880512064
2023-01-01 00:02:22,C,1,2.5374419188946225
2023-01-01 00:02:23,LS,1,25.91668547758642
2023-01-01 00:02:24,LB,4,1.2444376512974655
2023-01-01 00:02:25,LS,3,6.881888043044744
2023-01-01 00:02:26,LS,-3,16.576622592306546
2023-01-01 00:02:27,MB,-1,8.455933137120478
2023-01-01 00:02:28,LS,5,7.877909939131211
2023-01-01 00:02:29,LS,3,7.730782959885197
2023-01-01 00:02:30,MS,0,6.578061369495349
2023-01-01 00:02:31,LS,1,8.927601023210592
2023-01-01 00:02:32,LB,1,16.10103854335671
2023-01-01 00:02:33,LB,0,5.712496790616976
2023-01-01 00:02:34,LS,3,3.4264209236166145
2023-01-01 00:02:35,MB,2,11.17966357610397
2023-01-01 00:02:36,LS,-5,2.1454137172273566
2023-01-01 00:02:37,C,-3,3.9626772382081348
2023-01-01 00:02:38,LS,5,5.989863130587685
2023-01-01 00:02:39,LB,0,3.518150871312995
2023-01-01 00:02:40,LB,-3,1.6163437853510862
2023-01-01 00:02:41,LS,2,4.238821483993818
2023-01-01 00:02:42,LS,2,1.2393364765830606
2023-01-01 00:02:43,MB,-1,5.418235768377067
2023-01-01 00:02:44,LS,1,2.028666636577734
2023-01-01 00:02:45,LS,-1,3.811635749415972
2023-01-01 00:02:46,LB,1,6.59575010623404
2023-01-01 00:02:47,C,0,16.714441110156994
2023-01-01 00:02:48,LS,0,9.022155687005348
2023-01-01 00:02:49,LS,0,9.847462444385789
2023-01-01 00:02:50,LS,0,7.172444259278079
2023-01-01 00:02:51,MB,-3,12.38264387634859
2023-01-01 00:02:52,C,-1,16.77179651498514
2023-01-01 00:02:53,LS,3,4.743038449218743
2023-01-01 00:02:54,C,1,8.896981497328001
2023-01-01 00:02:55,MS,2,11.139742835046796
2023-01-01 00:02:56,MB,4,9.020135148056806
2023-01-01 00:02:57,MS,0,15.808445622864093
2023-01-01 00:02:58,LB,0,11.249427991628954
2023-01-01 00:02:59,LB,-3,33.43279835481185
2023-01-01 00:03:00,LS,-2,6.236974761589961
2023-01-01 00:03:01,MS,0,9.797546606025318
2023-01-01 00:03:02,MS,2,10.13720785471796
2023-01-01 00:03:03,LS,0,1.8454356801109393
2023-01-01 00:03:04,LB,-1,9.924236992571682
2023-01-01 00:03:05,LS,0,5.291867212729227
2023-01-01 00:03:06,MB,-1,7.1749197216977265
2023-01-01 00:03:07,LS,-1,4.17173561277519
2023-01-01 00:03:08,C,-2,8.585828131204941
2023-01-01 00:03:09,LS,2,15.645387913929753
2023-01-01 00:03:10,MS,0,10.974613633900892
2023-01-01 00:03:11,LS,0,9.886594116915854
2023-01-01 00:03:12,LB,0,5.77570750472409
2023-01-01 00:03:13,LS,-4,7.635469168307075
2023-01-01 00:03:14,MB,0,9.056796037184279
2023-01-01 00:03:15,LS,2,14.628447832374434
2023-01-01 00:03:16,MB,3,5.5581848465622095
2023-01-01 00:03:17,LS,1,4.041314544747129
2023-01-01 00:03:18,LB,0,7.851050700147706
2023-01-01 00:03:19,MS,0,6.4333084915763585
2023-01-01 00:03:20,LS,0,12.49854240174807
2023-01-01 00:03:21,MB,-2,9.185441501024986
2023-01-01 00:03:22,LS,-4,1.6445510118963247
2023-01-01 00:03:23,C,1,19.301341743670896
2023-01-01 00:03:24,LS,3,6.794232390973274
2023-01-01 00:03:25,LS,-3,18.551298614734122
2023-01-01 00:03:26,MB,-1,3.7656634226234065
2023-01-01 00:03:27,LS,1,8.50227360307446
2023-01-01 00:03:28,LS,-1,14.874118103797784
2023-01-01 00:03:29,MB,-3,13.708036470956849
2023-01-01 00:03:30,LS,1,10.391929597615412
2023-01-01 00:03:31,LB,0,8.562551129274668
2023-01-01 00:03:32,LB,2,7.321221652138992
2023-01-01 00:03:33,LS,-1,2.9119470242923784
2023-01-01 00:03:34,LB,3,43.44721080120691
2023-01-01 00:03:35,LB,0,7.295539106451711
2023-01-01 00:03:36,MS,4,16.394968180826886
2023-01-01 00:03:37,LB,-4,5.850507363257167
2023-01-01 00:03:38,C,1,21.460795909989198
2023-01-01 00:03:39,MS,0,13.183107228385559
2023-01-01 00:03:40,LB,0,14.251911754615067
2023-01-01 00:03:41,C,-2,3.610062739215048
2023-01-01 00:03:42,MS,2,47.39696480968465
2023-01-01 00:03:43,C,-1,8.300029012684185
2023-01-01 00:03:44,C,1,5.166541195393227
2023-01-01 00:03:45,MB,-1,4.223327775928374
2023-01-01 00:03:46,LB,1,6.448692531145827
2023-01-01 00:03:47,LB,0,8.947811308508268
2023-01-01 00:03:48,LB,0,7.592478627862745
2023-01-01 00:03:49,MB,1,6.6421018777828325
2023-01-01 00:03:50,LB,5,5.2088345414026564
2023-01-01 00:03:51,MB,0,15.691032335341324
2023-01-01 00:03:52,MS,5,8.189850493691162
2023-01-01 00:03:53,LS,-4,3.3451976691959526
2023-01-01 00:03:54,C,2,4.201736141423581
2023-01-01 00:03:55,MB,1,6.90927859194571
2023-01-01 00:03:56,LB,1,7.337564072294319
2023-01-01 00:03:57,C,0,5.8284010604519345
2023-01-01 00:03:58,LB,-2,8.614277536305698
2023-01-01 00:03:59,LS,-2,14.105299210207326
2023-01-01 00:04:00,MB,1,4.7998340382766616
2023-01-01 00:04:01,LB,-1,5.356900772001343
2023-01-01 00:04:02,C,5,7.970604669933861
2023-01-01 00:04:03,LB,2,2.6184269060523895
2023-01-01 00:04:04,MB,3,17.7878700632445
2023-01-01 00:04:05,LB,5,4.657146177588052
2023-01-01 00:04:06,C,-1,11.120583437251256
2023-01-01 00:04:07,LB,-3,6.021928321909769
2023-01-01 00:04:08,LS,-3,15.04041875171842
2023-01-01 00:04:09,LS,4,16.12137767227133
2023-01-01 00:04:10,MS,-2,7.4303981771881285
2023-01-01 00:04:11,LB,1,16.927877216408895
2023-01-01 00:04:12,LS,5,5.773894613083233
2023-01-01 00:04:13,LB,-2,11.140163392984837
2023-01-01 00:04:14,MS,-2,5.5609019094336185
2023-01-01 00:04:15,C,2,9.084090158351243
2023-01-01 00:04:16,LS,0,3.1114167161718456
2023-01-01 00:04:17,C,1,7.961266171650683
2023-01-01 00:04:18,MB,-2,11.693042068871494
2023-01-01 00:04:19,LB,-1,21.900734852334697
2023-01-01 00:04:20,LB,-2,12.00794261029277
2023-01-01 00:04:21,MB,-1,3.773613841931535
2023-01-01 00:04:22,C,0,17.377329980549753
2023-01-01 00:04:23,MS,-3,18.36449974409744
2023-01-01 00:04:24,LB,-2,8.970563413924632
2023-01-01 00:04:25,MS,0,10.176769043182942
2023-01-01 00:04:26,MB,-4,6.769743209380671
2023-01-01 00:04:27,MS,0,3.910505039044443
2023-01-01 00:04:28,LB,-1,2.7776639652455355
2023-01-01 00:04:29,LS,3,6.682635791570854
2023-01-01 00:04:30,LB,0,6.925213706234368
2023-01-01 00:04:31,LB,-1,26.88005457907022
2023-01-01 00:04:32,MB,1,9.61143538366099
2023-01-01 00:04:33,LB,0,4.101274726159083
2023-01-01 00:04:34,LB,4,24.812466138210418
2023-01-01 00:04:35,MS,-4,7.07178892568318
2023-01-01 00:04:36,LS,-1,2.607318544553919
2023-01-01 00:04:37,LB,-3,1.8682563422724319
2023-01-01 00:04:38,LS,-1,11.57851758163922
2023-01-01 00:04:39,MB,0,2.9950644542074074
2023-01-01 00:04:40,C,-2,28.373220362991
2023-01-01 00:04:41,MB,-2,17.591702338821136
2023-01-01 00:04:42,MS,-2,6.339611500583258
2023-01-01 00:04:43,LS,1,4.305989444731877
2023-01-01 00:04:44,MB,-1,10.78866402168222
2023-01-01 00:04:45,LS,-2,6.199720928598961
2023-01-01 00:04:46,C,-4,8.11922387627472
2023-01-01 00:04:47,C,-2,2.183963618113736
2023-01-01 00:04:48,LS,4,4.742235146177108
2023-01-01 00:04:49,C,1,5.347970387239562
2023-01-01 00:04:50,LB,-2,10.492031487911477
2023-01-01 00:04:51,C,-1,11.75605460710356
2023-01-01 00:04:52,LB,2,4.4981375755476805
2023-01-01 00:04:53,C,1,6.9051454391756675
2023-01-01 00:04:54,MS,0,1.5016450724650252
2023-01-01 00:04:55,C,2,15.448489908803886
2023-01-01 00:04:56,LS,0,6.611180647326032
2023-01-01 00:04:57,C,0,7.28300992741842
2023-01-01 00:04:58,MS,0,12.725830762448922
2023-01-01 00:04:59,LS,-1,5.976235342462989
2023-01-01 00:05:00,MB,2,9.500674612472741
2023-01-01 00:05:01,LS,-1,11.438275419417959
2023-01-01 00:05:02,MB,-5,6.102883925482404
2023-01-01 00:05:03,MB,-1,11.607150869886162
2023-01-01 00:05:04,MS,3,3.50588843288717
2023-01-01 00:05:05,C,-2,1.6159077770816874
2023-01-01 00:05:06,LB,-2,24.773574932750982
2023-01-01 00:05:07,LB,0,9.926624774413938
2023-01-01 00:05:08,LS,0,14.837456659183914
2023-01-01 00:05:09,MS,-1,6.420648000715122
2023-01-01 00:05:10,LS,-2,14.529621475391187
2023-01-01 00:05:11,LS,-3,4.508624058649151
2023-01-01 00:05:12,LB,0,7.338579064004906
2023-01-01 00:05:13,LB,-3,16.715248004139276
2023-01-01 00:05:14,LB,-4,25.693746773303314
2023-01-01 00:05:15,C,1,11.780524596620259
2023-01-01 00:05:16,LS,-2,21.974057352304246
2023-01-01 00:05:17,C,0,33.49543558986368
2023-01-01 00:05:18,LS,2,4.058338365517274
2023-01-01 00:05:19,LB,0,1.668547865484783
2023-01-01 00:05:20,MB,0,6.370647194474965
2023-01-01 00:05:21,LB,0,4.970598412369271
2023-01-01 00:05:22,C,0,8.3183514880918
2023-01-01 00:05:23,MS,2,6.744695279749635
2023-01-01 00:05:24,MB,1,28.997922193087245
2023-01-01 00:05:25,LB,1,16.099983749701465
2023-01-01 00:05:26,LB,-2,9.062159471651041
2023-01-01 00:05:27,C,-3,5.510921658088416
2023-01-01 00:05:28,MB,2,20.679656630391804
2023-01-01 00:05:29,C,2,3.4260732494632937
2023-01-01 00:05:30,LS,2,13.528236801302686
2023-01-01 00:05:31,C,3,15.595969362975207
2023-01-01 00:05:32,LS,-3,7.013763289707575
2023-01-01 00:05:33,LS,2,10.603077349285154
2023-01-01 00:05:34,LB,3,7.582698143983975
2023-01-01 00:05:35,LB,0,2.461056152133161
2023-01-01 00:05:36,LB,0,12.255168778368365
2023-01-01 00:05:37,LS,0,2.889571362463362
2023-01-01 00:05:38,LB,1,4.701859070565611
2023-01-01 00:05:39,LB,-1,4.158865576444405
2023-01-01 00:05:40,C,2,6.245577263840232
2023-01-01 00:05:41,C,-1,9.551317582605511
2023-01-01 00:05:42,LB,1,3.722198450768902
2023-01-01 00:05:43,LS,-2,8.964180682093403
2023-01-01 00:05:44,LB,4,5.388105448242408
2023-01-01 00:05:45,MS,-1,8.072620502692528
2023-01-01 00:05:46,LB,0,3.651220116823172
2023-01-01 00:05:47,LB,1,9.372334597632213
2023-01-01 00:05:48,C,1,3.4617229636642475
2023-01-01 00:05:49,LS,0,6.493397801985922
2023-01-01 00:05:50,LS,-1,19.35240685285813
2023-01-01 00:05:51,C,0,5.46359119613612
2023-01-01 00:05:52,LB,2,9.887264256853049
2023-01-01 00:05:53,LB,0,8.875108862159484
2023-01-01 00:05:54,MB,0,14.112517061167116
2023-01-01 00:05:55,LB,-2,14.058164568641862
2023-01-01 00:05:56,MS,1,5.372577717117979
2023-01-01 00:05:57,MB,0,3.9983138827296494
2023-01-01 00:05:58,LS,-1,4.112067718008158
2023-01-01 00:05:59,LB,-5,3.2305604823029626
2023-01-01 00:06:00,LS,4,5.648780533271405
2023-01-01 00:06:01,MS,2,4.906137094484506
2023-01-01 00:06:02,LS,1,2.5564321019341474
2023-01-01 00:06:03,MS,5,6.1255282773603765
2023-01-01 00:06:04,LB,-2,10.36769053505322
2023-01-01 00:06:05,LS,-1,8.815400172641349
2023-01-01 00:06:06,LS,-4,18.266090898226683
2023-01-01 00:06:07,LB,0,17.01696224022197
2023-01-01 00:06:08,LS,-1,3.707705067083607
2023-01-01 00:06:09,LS,4,8.951771223652843
2023-01-01 00:06:10,C,-4,6.756350497807132
2023-01-01 00:06:11,LS,-2,7.698049484016483
2023-01-01 00:06:12,MS,0,10.959718244773748
2023-01-01 00:06:13,LS,0,5.884569221829513
2023-01-01 00:06:14,LS,0,9.090185352998809
2023-01-01 00:06:15,MS,2,2.6645908614861433
2023-01-01 00:06:16,LS,-1,4.02697138871002
2023-01-01 00:06:17,LB,1,10.256302181536599
2023-01-01 00:06:18,LS,-1,5.8515531844079325
2023-01-01 00:06:19,MS,2,8.703211175225638
2023-01-01 00:06:20,LB,2,2.4626863580692318
2023-01-01 00:06:21,C,0,8.133022149308324
2023-01-01 00:06:22,LS,2,5.3978508655079995
2023-01-01 00:06:23,LS,0,5.412872442936467
2023-01-01 00:06:24,LS,0,7.313782073240406
2023-01-01 00:06:25,MS,0,2.375980584190978
2023-01-01 00:06:26,LB,1,12.794970088503701
2023-01-01 00:06:27,LS,-1,7.2798584274215346
2023-01-01 00:06:28,LS,0,6.311099075797863
2023-01-01 00:06:29,MB,0,22.59829727955464
2023-01-01 00:06:30,MB,-4,6.331279920247637
2023-01-01 00:06:31,LB,1,8.528422759100092
2023-01-01 00:06:32,C,0,4.757650901989991
2023-01-01 00:06:33,LB,2,5.81114409966129
2023-01-01 00:06:34,LB,-1,10.850668044319868
2023-01-01 00:06:35,LB,0,26.21400193425282
2023-01-01 00:06:36,MS,-1,7.126705103745974
2023-01-01 00:06:37,LB,-1,3.8173602840550718
2023-01-01 00:06:38,MS,2,9.688192544983213
2023-01-01 00:06:39,C,1,8.115076841872138
2023-01-01 00:06:40,LB,3,14.34697830204266
2023-01-01 00:06:41,LB,-1,8.247461337166706
2023-01-01 00:06:42,C,1,2.000796943349937
2023-01-01 00:06:43,LB,0,3.3018190761239294
2023-01-01 00:06:44,C,-1,8.71129263979458
2023-01-01 00:06:45,MB,-1,11.104597024767612
2023-01-01 00:06:46,LS,0,11.79605481517512
2023-01-01 00:06:47,LB,1,2.4993933436668634
2023-01-01 00:06:48,LB,1,5.381227320261501
2023-01-01 00:06:49,MB,0,3.2110754151945757
2023-01-01 00:06:50,MB,3,6.686784137642606
2023-01-01 00:06:51,LB,2,12.218459730189547
2023-01-01 00:06:52,C,2,4.718279124824308
2023-01-01 00:06:53,LS,1,3.2627176398207633
2023-01-01 00:06:54,LB,-2,8.468131721652703
2023-01-01 00:06:55,LS,-4,7.707366616909305
2023-01-01 00:06:56,MS,1,14.760028882433462
2023-01-01 00:06:57,MS,-2,7.719429905268238
2023-01-01 00:06:58,LB,-4,8.235789921008822
2023-01-01 00:06:59,C,0,6.953853291027865
2023-01-01 00:07:00,LB,2,10.424755209135636
2023-01-01 00:07:01,LB,2,7.7865247656329775
2023-01-01 00:07:02,C,-3,3.260339458559205
2023-01-01 00:07:03,LS,-4,6.962016231571654
2023-01-01 00:07:04,LB,2,11.78274942349006
2023-01-01 00:07:05,C,0,20.325234484302868
2023-01-01 00:07:06,C,1,15.670209035890702
2023-01-01 00:07:07,LB,0,7.932347242005102
2023-01-01 00:07:08,LS,-2,10.136184862244454
2023-01-01 00:07:09,LB,0,14.033247586088251
2023-01-01 00:07:10,LB,1,5.416355341274139
2023-01-01 00:07:11,MB,1,16.40386642624337
2023-01-01 00:07:12,LB,0,4.117038325997211
2023-01-01 00:07:13,LB,0,19.428228903828654
2023-01-01 00:07:14,LB,2,7.694177163870039
2023-01-01 00:07:15,MS,1,16.52205750180538
2023-01-01 00:07:16,C,2,4.2962693547216375
2023-01-01 00:07:17,MB,4,6.938663681028665
2023-01-01 00:07:18,LS,0,9.65853518778887
2023-01-01 00:07:19,LB,1,4.428093233631632
2023-01-01 00:07:20,LB,0,5.3655232817075555
2023-01-01 00:07:21,LB,-4,26.49578213852943
2023-01-01 00:07:22,C,3,13.354709643932972
2023-01-01 00:07:23,LB,-2,12.916511737652916
2023-01-01 00:07:24,MB,-1,14.884836168954775
2023-01-01 00:07:25,C,2,8.870068108201348
2023-01-01 00:07:26,C,0,3.450975229675994
2023-01-01 00:07:27,LB,-1,9.603523672505315
2023-01-01 00:07:28,LB,2,9.097942970433863
2023-01-01 00:07:29,MB,1,7.43324972055007
2023-01-01 00:07:30,MB,0,3.591590357293338
2023-01-01 00:07:31,LS,2,4.497634237344103
2023-01-01 00:07:32,LB,-1,26.11589113199801
2023-01-01 00:07:33,LS,-2,3.455981536920433
2023-01-01 00:07:34,C,2,8.410632832778504
2023-01-01 00:07:35,LB,0,9.451547027011959
2023-01-01 00:07:36,MB,0,4.443840083972101
2023-01-01 00:07:37,MB,-2,4.221283738532499
2023-01-01 00:07:38,LS,2,4.362508213632272
2023-01-01 00:07:39,C,1,4.4916232043203115
2023-01-01 00:07:40,LB,-2,7.057640372532456
2023-01-01 00:07:41,LB,3,7.076344257893811
2023-01-01 00:07:42,LS,4,10.459098000302557
2023-01-01 00:07:43,C,0,12.548728019339498
2023-01-01 00:07:44,LS,0,8.430452920936325
2023-01-01 00:07:45,MS,-4,6.399004492206463
2023-01-01 00:07:46,LS,-2,12.71965917796518
2023-01-01 00:07:47,MS,0,7.9876078563609765
2023-01-01 00:07:48,MS,0,10.556876073964347
2023-01-01 00:07:49,LS,0,13.51361426083225
2023-01-01 00:07:50,MS,0,10.270787418488492
2023-01-01 00:07:51,LS,1,8.63507863027689
2023-01-01 00:07:52,LB,2,12.48455387021857
2023-01-01 00:07:53,LB,1,2.4580709507635436
2023-01-01 00:07:54,C,2,13.488890208369822
2023-01-01 00:07:55,MB,-2,6.25702451122481
2023-01-01 00:07:56,LS,1,21.030611570978223
2023-01-01 00:07:57,MB,2,8.788779913755583
2023-01-01 00:07:58,LS,-2,6.919312431676486
2023-01-01 00:07:59,MS,0,12.183059649214567
2023-01-01 00:08:00,MB,3,4.787729206155996
2023-01-01 00:08:01,LS,-2,9.171390809352374
2023-01-01 00:08:02,LS,0,12.468807920048983
2023-01-01 00:08:03,LS,2,18.31596881935419
2023-01-01 00:08:04,MB,1,8.49313907856882
2023-01-01 00:08:05,LB,1,16.370505100322
2023-01-01 00:08:06,LB,0,5.747983236889836
2023-01-01 00:08:07,LB,-2,6.083356714546136
2023-01-01 00:08:08,LS,0,6.521341832591888
2023-01-01 00:08:09,MS,-1,17.32487025855845
2023-01-01 00:08:10,LS,0,4.292385388210941
2023-01-01 00:08:11,C,-1,7.598471639992031
2023-01-01 00:08:12,C,1,5.035560151156125
2023-01-01 00:08:13,MS,-2,6.403823362921834
2023-01-01 00:08:14,MB,1,3.903906468882138
2023-01-01 00:08:15,C,-3,18.425735814422897
2023-01-01 00:08:16,C,0,16.22898004934632
2023-01-01 00:08:17,C,-1,4.601095195338967
2023-01-01 00:08:18,LB,0,8.261661124636781
2023-01-01 00:08:19,LS,3,14.137563410511538
2023-01-01 00:08:20,MS,-2,8.64494256611764
2023-01-01 00:08:21,LB,-1,4.580489768803367
2023-01-01 00:08:22,C,-2,12.263122560912509
2023-01-01 00:08:23,MS,1,2.455577451427389
2023-01-01 00:08:24,C,-3,7.914360088425959
2023-01-01 00:08:25,LB,-1,4.636538628573463
2023-01-01 00:08:26,LB,-1,2.745166241900626
2023-01-01 00:08:27,LB,2,7.405712698514813
2023-01-01 00:08:28,C,0,7.8040181812599645
2023-01-01 00:08:29,LB,-2,4.112521979082173
2023-01-01 00:08:30,LS,2,10.634356995654446
2023-01-01 00:08:31,C,3,4.687258617963878
2023-01-01 00:08:32,C,-3,24.067774374397516
2023-01-01 00:08:33,LB,0,9.662317724099319
2023-01-01 00:08:34,LB,0,5.575039801597756
2023-01-01 00:08:35,LS,-5,5.060569752942592
2023-01-01 00:08:36,LB,2,5.6626934021000315
2023-01-01 00:08:37,C,-3,19.751670311661677
2023-01-01 00:08:38,LB,2,6.4815472980390085
2023-01-01 00:08:39,LB,0,11.942991370632974
2023-01-01 00:08:40,LS,3,11.355428366515515
2023-01-01 00:08:41,LB,-1,4.394706837793699
2023-01-01 00:08:42,C,0,7.608701742933892
2023-01-01 00:08:43,MB,0,22.631396589531885
2023-01-01 00:08:44,MS,-1,4.096920011546391
2023-01-01 00:08:45,LB,2,2.5336739230974206
2023-01-01 00:08:46,MS,2,16.988284341120195
2023-01-01 00:08:47,LB,-1,15.179125585969649
2023-01-01 00:08:48,LS,0,7.1089233280057815
2023-01-01 00:08:49,LB,-1,6.556769654343895
2023-01-01 00:08:50,MB,2,11.31554241657711
